combination_rank,total_price,total_similarity,budget_remaining,furniture_type,catalog_number,similarity_score,item_rank,price
65,8590.0,4.414413518,1410.0,chair,ID-CHA-031,0.908844,2,1595.0
65,8590.0,4.414413518,1410.0,sofa,ID-SOF-014,0.928146422,2,2495.0
65,8590.0,4.414413518,1410.0,table,ID-NIG-001,0.82698071,1,1035.0
66,8590.0,4.414413518,1410.0,rug,ID-RUG-007,0.845764041,1,2840.0
66,8590.0,4.414413518,1410.0,lamp,ID-LIG-013,0.904678345,3,625.0
66,8590.0,4.414413518,1410.0,chair,ID-CHA-031,0.908844,2,1595.0
66,8590.0,4.414413518,1410.0,sofa,ID-SOF-014,0.928146422,2,2495.0
66,8590.0,4.414413518,1410.0,table,ID-TAB-008,0.82698071,2,1035.0
67,5435.0,4.414398557,4565.0,rug,ID-RUG-016,0.83682251,3,720.0
67,5435.0,4.414398557,4565.0,lamp,ID-LIG-020,0.909713864,1,640.0
67,5435.0,4.414398557,4565.0,chair,ID-CHA-031,0.908844,2,1595.0
67,5435.0,4.414398557,4565.0,sofa,ID-SOF-025,0.932037473,1,1445.0
67,5435.0,4.414398557,4565.0,table,ID-NIG-001,0.82698071,1,1035.0
68,5435.0,4.414398557,4565.0,rug,ID-RUG-016,0.83682251,3,720.0
68,5435.0,4.414398557,4565.0,lamp,ID-LIG-020,0.909713864,1,640.0
68,5435.0,4.414398557,4565.0,chair,ID-CHA-031,0.908844,2,1595.0
68,5435.0,4.414398557,4565.0,sofa,ID-SOF-025,0.932037473,1,1445.0
68,5435.0,4.414398557,4565.0,table,ID-TAB-008,0.82698071,2,1035.0
69,6820.0,4.4143525960000005,3180.0,rug,ID-RUG-007,0.845764041,1,2840.0
69,6820.0,4.4143525960000005,3180.0,lamp,ID-LIG-018,0.904785275,2,480.0
69,6820.0,4.4143525960000005,3180.0,chair,ID-CHA-010,0.908889771,1,820.0
69,6820.0,4.4143525960000005,3180.0,sofa,ID-SOF-026,0.927932799,3,1645.0
69,6820.0,4.4143525960000005,3180.0,table,ID-NIG-001,0.82698071,1,1035.0
70,6820.0,4.4143525960000005,3180.0,rug,ID-RUG-007,0.845764041,1,2840.0
70,6820.0,4.4143525960000005,3180.0,lamp,ID-LIG-018,0.904785275,2,480.0
70,6820.0,4.4143525960000005,3180.0,chair,ID-CHA-010,0.908889771,1,820.0
70,6820.0,4.4143525960000005,3180.0,sofa,ID-SOF-026,0.927932799,3,1645.0
70,6820.0,4.4143525960000005,3180.0,table,ID-TAB-008,0.82698071,2,1035.0
71,7595.0,4.414306825000001,2405.0,rug,ID-RUG-007,0.845764041,1,2840.0
71,7595.0,4.414306825000001,2405.0,lamp,ID-LIG-018,0.904785275,2,480.0
71,7595.0,4.414306825000001,2405.0,chair,ID-CHA-031,0.908844,2,1595.0
71,7595.0,4.414306825000001,2405.0,sofa,ID-SOF-026,0.927932799,3,1645.0
71,7595.0,4.414306825000001,2405.0,table,ID-NIG-001,0.82698071,1,1035.0
72,7595.0,4.414306825000001,2405.0,rug,ID-RUG-007,0.845764041,1,2840.0
72,7595.0,4.414306825000001,2405.0,lamp,ID-LIG-018,0.904785275,2,480.0
72,7595.0,4.414306825000001,2405.0,chair,ID-CHA-031,0.908844,2,1595.0
72,7595.0,4.414306825000001,2405.0,sofa,ID-SOF-026,0.927932799,3,1645.0
72,7595.0,4.414306825000001,2405.0,table,ID-TAB-008,0.82698071,2,1035.0
73,6965.0,4.414245666,3035.0,rug,ID-RUG-007,0.845764041,1,2840.0
73,6965.0,4.414245666,3035.0,lamp,ID-LIG-013,0.904678345,3,625.0
73,6965.0,4.414245666,3035.0,chair,ID-CHA-010,0.908889771,1,820.0
73,6965.0,4.414245666,3035.0,sofa,ID-SOF-026,0.927932799,3,1645.0
73,6965.0,4.414245666,3035.0,table,ID-NIG-001,0.82698071,1,1035.0
74,6965.0,4.414245666,3035.0,rug,ID-RUG-007,0.845764041,1,2840.0
74,6965.0,4.414245666,3035.0,lamp,ID-LIG-013,0.904678345,3,625.0
74,6965.0,4.414245666,3035.0,chair,ID-CHA-010,0.908889771,1,820.0
74,6965.0,4.414245666,3035.0,sofa,ID-SOF-026,0.927932799,3,1645.0
74,6965.0,4.414245666,3035.0,table,ID-TAB-008,0.82698071,2,1035.0
75,7740.0,4.414199894999999,2260.0,rug,ID-RUG-007,0.845764041,1,2840.0
75,7740.0,4.414199894999999,2260.0,lamp,ID-LIG-013,0.904678345,3,625.0
75,7740.0,4.414199894999999,2260.0,chair,ID-CHA-031,0.908844,2,1595.0
75,7740.0,4.414199894999999,2260.0,sofa,ID-SOF-026,0.927932799,3,1645.0
75,7740.0,4.414199894999999,2260.0,table,ID-NIG-001,0.82698071,1,1035.0
76,7740.0,4.414199894999999,2260.0,rug,ID-RUG-007,0.845764041,1,2840.0
76,7740.0,4.414199894999999,2260.0,lamp,ID-LIG-013,0.904678345,3,625.0
76,7740.0,4.414199894999999,2260.0,chair,ID-CHA-031,0.908844,2,1595.0
76,7740.0,4.414199894999999,2260.0,sofa,ID-SOF-026,0.927932799,3,1645.0
76,7740.0,4.414199894999999,2260.0,table,ID-TAB-008,0.82698071,2,1035.0
77,6530.0,4.413589775999999,3470.0,rug,ID-RUG-007,0.845764041,1,2840.0
77,6530.0,4.413589775999999,3470.0,lamp,ID-LIG-020,0.909713864,1,640.0
77,6530.0,4.413589775999999,3470.0,chair,ID-CHA-007,0.90284729,3,920.0
77,6530.0,4.413589775999999,3470.0,sofa,ID-SOF-025,0.932037473,1,1445.0
77,6530.0,4.413589775999999,3470.0,table,ID-TAB-007,0.823227108,3,685.0
78,7930.0,4.413452327,2070.0,rug,ID-RUG-007,0.845764041,1,2840.0
78,7930.0,4.413452327,2070.0,lamp,ID-LIG-020,0.909713864,1,640.0
78,7930.0,4.413452327,2070.0,chair,ID-CHA-007,0.90284729,3,920.0
78,7930.0,4.413452327,2070.0,sofa,ID-SOF-014,0.928146422,2,2495.0
78,7930.0,4.413452327,2070.0,table,ID-NIG-001,0.82698071,1,1035.0
79,7930.0,4.413452327,2070.0,rug,ID-RUG-007,0.845764041,1,2840.0
79,7930.0,4.413452327,2070.0,lamp,ID-LIG-020,0.909713864,1,640.0
79,7930.0,4.413452327,2070.0,chair,ID-CHA-007,0.90284729,3,920.0
79,7930.0,4.413452327,2070.0,sofa,ID-SOF-014,0.928146422,2,2495.0
79,7930.0,4.413452327,2070.0,table,ID-TAB-008,0.82698071,2,1035.0
80,5365.0,4.413360775,4635.0,rug,ID-RUG-029,0.84338361,2,725.0
80,5365.0,4.413360775,4635.0,lamp,ID-LIG-020,0.909713864,1,640.0
80,5365.0,4.413360775,4635.0,chair,ID-CHA-010,0.908889771,1,820.0
80,5365.0,4.413360775,4635.0,sofa,ID-SOF-014,0.928146422,2,2495.0
80,5365.0,4.413360775,4635.0,table,ID-TAB-007,0.823227108,3,685.0
81,6140.0,4.413315004,3860.0,rug,ID-RUG-029,0.84338361,2,725.0
81,6140.0,4.413315004,3860.0,lamp,ID-LIG-020,0.909713864,1,640.0
81,6140.0,4.413315004,3860.0,chair,ID-CHA-031,0.908844,2,1595.0
81,6140.0,4.413315004,3860.0,sofa,ID-SOF-014,0.928146422,2,2495.0
81,6140.0,4.413315004,3860.0,table,ID-TAB-007,0.823227108,3,685.0
82,7080.0,4.413238703999999,2920.0,rug,ID-RUG-007,0.845764041,1,2840.0
82,7080.0,4.413238703999999,2920.0,lamp,ID-LIG-020,0.909713864,1,640.0
82,7080.0,4.413238703999999,2920.0,chair,ID-CHA-007,0.90284729,3,920.0
82,7080.0,4.413238703999999,2920.0,sofa,ID-SOF-026,0.927932799,3,1645.0
82,7080.0,4.413238703999999,2920.0,table,ID-NIG-001,0.82698071,1,1035.0
83,7080.0,4.413238703999999,2920.0,rug,ID-RUG-007,0.845764041,1,2840.0
83,7080.0,4.413238703999999,2920.0,lamp,ID-LIG-020,0.909713864,1,640.0
83,7080.0,4.413238703999999,2920.0,chair,ID-CHA-007,0.90284729,3,920.0
83,7080.0,4.413238703999999,2920.0,sofa,ID-SOF-026,0.927932799,3,1645.0
83,7080.0,4.413238703999999,2920.0,table,ID-TAB-008,0.82698071,2,1035.0
84,4515.0,4.4131471520000005,5485.0,rug,ID-RUG-029,0.84338361,2,725.0
84,4515.0,4.4131471520000005,5485.0,lamp,ID-LIG-020,0.909713864,1,640.0
84,4515.0,4.4131471520000005,5485.0,chair,ID-CHA-010,0.908889771,1,820.0
84,4515.0,4.4131471520000005,5485.0,sofa,ID-SOF-026,0.927932799,3,1645.0
84,4515.0,4.4131471520000005,5485.0,table,ID-TAB-007,0.823227108,3,685.0
85,5290.0,4.413101381,4710.0,rug,ID-RUG-029,0.84338361,2,725.0
85,5290.0,4.413101381,4710.0,lamp,ID-LIG-020,0.909713864,1,640.0
85,5290.0,4.413101381,4710.0,chair,ID-CHA-031,0.908844,2,1595.0
85,5290.0,4.413101381,4710.0,sofa,ID-SOF-026,0.927932799,3,1645.0
85,5290.0,4.413101381,4710.0,table,ID-TAB-007,0.823227108,3,685.0
86,6720.0,4.412414789,3280.0,rug,ID-RUG-007,0.845764041,1,2840.0
86,6720.0,4.412414789,3280.0,lamp,ID-LIG-018,0.904785275,2,480.0
86,6720.0,4.412414789,3280.0,chair,ID-CHA-007,0.90284729,3,920.0
86,6720.0,4.412414789,3280.0,sofa,ID-SOF-025,0.932037473,1,1445.0
86,6720.0,4.412414789,3280.0,table,ID-NIG-001,0.82698071,1,1035.0
87,6720.0,4.412414789,3280.0,rug,ID-RUG-007,0.845764041,1,2840.0
87,6720.0,4.412414789,3280.0,lamp,ID-LIG-018,0.904785275,2,480.0
87,6720.0,4.412414789,3280.0,chair,ID-CHA-007,0.90284729,3,920.0
87,6720.0,4.412414789,3280.0,sofa,ID-SOF-025,0.932037473,1,1445.0
87,6720.0,4.412414789,3280.0,table,ID-TAB-008,0.82698071,2,1035.0
88,4155.0,4.412323237,5845.0,rug,ID-RUG-029,0.84338361,2,725.0
88,4155.0,4.412323237,5845.0,lamp,ID-LIG-018,0.904785275,2,480.0
88,4155.0,4.412323237,5845.0,chair,ID-CHA-010,0.908889771,1,820.0
88,4155.0,4.412323237,5845.0,sofa,ID-SOF-025,0.932037473,1,1445.0
88,4155.0,4.412323237,5845.0,table,ID-TAB-007,0.823227108,3,685.0
89,6865.0,4.412307859,3135.0,rug,ID-RUG-007,0.845764041,1,2840.0
89,6865.0,4.412307859,3135.0,lamp,ID-LIG-013,0.904678345,3,625.0
89,6865.0,4.412307859,3135.0,chair,ID-CHA-007,0.90284729,3,920.0
89,6865.0,4.412307859,3135.0,sofa,ID-SOF-025,0.932037473,1,1445.0
89,6865.0,4.412307859,3135.0,table,ID-NIG-001,0.82698071,1,1035.0
90,6865.0,4.412307859,3135.0,rug,ID-RUG-007,0.845764041,1,2840.0
90,6865.0,4.412307859,3135.0,lamp,ID-LIG-013,0.904678345,3,625.0
90,6865.0,4.412307859,3135.0,chair,ID-CHA-007,0.90284729,3,920.0
90,6865.0,4.412307859,3135.0,sofa,ID-SOF-025,0.932037473,1,1445.0
90,6865.0,4.412307859,3135.0,table,ID-TAB-008,0.82698071,2,1035.0
91,4930.0,4.412277466,5070.0,rug,ID-RUG-029,0.84338361,2,725.0
91,4930.0,4.412277466,5070.0,lamp,ID-LIG-018,0.904785275,2,480.0
91,4930.0,4.412277466,5070.0,chair,ID-CHA-031,0.908844,2,1595.0
91,4930.0,4.412277466,5070.0,sofa,ID-SOF-025,0.932037473,1,1445.0
91,4930.0,4.412277466,5070.0,table,ID-TAB-007,0.823227108,3,685.0
92,4300.0,4.412216307,5700.0,rug,ID-RUG-029,0.84338361,2,725.0
92,4300.0,4.412216307,5700.0,lamp,ID-LIG-013,0.904678345,3,625.0
92,4300.0,4.412216307,5700.0,chair,ID-CHA-010,0.908889771,1,820.0
92,4300.0,4.412216307,5700.0,sofa,ID-SOF-025,0.932037473,1,1445.0
92,4300.0,4.412216307,5700.0,table,ID-TAB-007,0.823227108,3,685.0
93,5555.0,4.412185788,4445.0,rug,ID-RUG-029,0.84338361,2,725.0
93,5555.0,4.412185788,4445.0,lamp,ID-LIG-018,0.904785275,2,480.0
93,5555.0,4.412185788,4445.0,chair,ID-CHA-010,0.908889771,1,820.0
93,5555.0,4.412185788,4445.0,sofa,ID-SOF-014,0.928146422,2,2495.0
93,5555.0,4.412185788,4445.0,table,ID-NIG-001,0.82698071,1,1035.0
94,5555.0,4.412185788,4445.0,rug,ID-RUG-029,0.84338361,2,725.0
94,5555.0,4.412185788,4445.0,lamp,ID-LIG-018,0.904785275,2,480.0
94,5555.0,4.412185788,4445.0,chair,ID-CHA-010,0.908889771,1,820.0
94,5555.0,4.412185788,4445.0,sofa,ID-SOF-014,0.928146422,2,2495.0
94,5555.0,4.412185788,4445.0,table,ID-TAB-008,0.82698071,2,1035.0
95,5075.0,4.412170536,4925.0,rug,ID-RUG-029,0.84338361,2,725.0
95,5075.0,4.412170536,4925.0,lamp,ID-LIG-013,0.904678345,3,625.0
95,5075.0,4.412170536,4925.0,chair,ID-CHA-031,0.908844,2,1595.0
95,5075.0,4.412170536,4925.0,sofa,ID-SOF-025,0.932037473,1,1445.0
95,5075.0,4.412170536,4925.0,table,ID-TAB-007,0.823227108,3,685.0
96,6330.0,4.4121400170000005,3670.0,rug,ID-RUG-029,0.84338361,2,725.0
96,6330.0,4.4121400170000005,3670.0,lamp,ID-LIG-018,0.904785275,2,480.0
96,6330.0,4.4121400170000005,3670.0,chair,ID-CHA-031,0.908844,2,1595.0
96,6330.0,4.4121400170000005,3670.0,sofa,ID-SOF-014,0.928146422,2,2495.0
96,6330.0,4.4121400170000005,3670.0,table,ID-NIG-001,0.82698071,1,1035.0
97,6330.0,4.4121400170000005,3670.0,rug,ID-RUG-029,0.84338361,2,725.0
97,6330.0,4.4121400170000005,3670.0,lamp,ID-LIG-018,0.904785275,2,480.0
97,6330.0,4.4121400170000005,3670.0,chair,ID-CHA-031,0.908844,2,1595.0
97,6330.0,4.4121400170000005,3670.0,sofa,ID-SOF-014,0.928146422,2,2495.0
97,6330.0,4.4121400170000005,3670.0,table,ID-TAB-008,0.82698071,2,1035.0
98,5700.0,4.412078858,4300.0,rug,ID-RUG-029,0.84338361,2,725.0
98,5700.0,4.412078858,4300.0,lamp,ID-LIG-013,0.904678345,3,625.0
98,5700.0,4.412078858,4300.0,chair,ID-CHA-010,0.908889771,1,820.0
98,5700.0,4.412078858,4300.0,sofa,ID-SOF-014,0.928146422,2,2495.0
98,5700.0,4.412078858,4300.0,table,ID-NIG-001,0.82698071,1,1035.0
99,5700.0,4.412078858,4300.0,rug,ID-RUG-029,0.84338361,2,725.0
99,5700.0,4.412078858,4300.0,lamp,ID-LIG-013,0.904678345,3,625.0
99,5700.0,4.412078858,4300.0,chair,ID-CHA-010,0.908889771,1,820.0
99,5700.0,4.412078858,4300.0,sofa,ID-SOF-014,0.928146422,2,2495.0
99,5700.0,4.412078858,4300.0,table,ID-TAB-008,0.82698071,2,1035.0
100,6475.0,4.412033087,3525.0,rug,ID-RUG-029,0.84338361,2,725.0
100,6475.0,4.412033087,3525.0,lamp,ID-LIG-013,0.904678345,3,625.0
100,6475.0,4.412033087,3525.0,chair,ID-CHA-031,0.908844,2,1595.0
100,6475.0,4.412033087,3525.0,sofa,ID-SOF-014,0.928146422,2,2495.0
100,6475.0,4.412033087,3525.0,table,ID-NIG-001,0.82698071,1,1035.0
101,6475.0,4.412033087,3525.0,rug,ID-RUG-029,0.84338361,2,725.0
101,6475.0,4.412033087,3525.0,lamp,ID-LIG-013,0.904678345,3,625.0
101,6475.0,4.412033087,3525.0,chair,ID-CHA-031,0.908844,2,1595.0
101,6475.0,4.412033087,3525.0,sofa,ID-SOF-014,0.928146422,2,2495.0
101,6475.0,4.412033087,3525.0,table,ID-TAB-008,0.82698071,2,1035.0
102,4705.0,4.411972165,5295.0,rug,ID-RUG-029,0.84338361,2,725.0
102,4705.0,4.411972165,5295.0,lamp,ID-LIG-018,0.904785275,2,480.0
102,4705.0,4.411972165,5295.0,chair,ID-CHA-010,0.908889771,1,820.0
102,4705.0,4.411972165,5295.0,sofa,ID-SOF-026,0.927932799,3,1645.0
102,4705.0,4.411972165,5295.0,table,ID-NIG-001,0.82698071,1,1035.0
103,4705.0,4.411972165,5295.0,rug,ID-RUG-029,0.84338361,2,725.0
103,4705.0,4.411972165,5295.0,lamp,ID-LIG-018,0.904785275,2,480.0
103,4705.0,4.411972165,5295.0,chair,ID-CHA-010,0.908889771,1,820.0
103,4705.0,4.411972165,5295.0,sofa,ID-SOF-026,0.927932799,3,1645.0
103,4705.0,4.411972165,5295.0,table,ID-TAB-008,0.82698071,2,1035.0
104,5480.0,4.411926394,4520.0,rug,ID-RUG-029,0.84338361,2,725.0
104,5480.0,4.411926394,4520.0,lamp,ID-LIG-018,0.904785275,2,480.0
104,5480.0,4.411926394,4520.0,chair,ID-CHA-031,0.908844,2,1595.0
104,5480.0,4.411926394,4520.0,sofa,ID-SOF-026,0.927932799,3,1645.0
104,5480.0,4.411926394,4520.0,table,ID-NIG-001,0.82698071,1,1035.0
105,5480.0,4.411926394,4520.0,rug,ID-RUG-029,0.84338361,2,725.0
105,5480.0,4.411926394,4520.0,lamp,ID-LIG-018,0.904785275,2,480.0
105,5480.0,4.411926394,4520.0,chair,ID-CHA-031,0.908844,2,1595.0
105,5480.0,4.411926394,4520.0,sofa,ID-SOF-026,0.927932799,3,1645.0
105,5480.0,4.411926394,4520.0,table,ID-TAB-008,0.82698071,2,1035.0
106,4850.0,4.4118652350000005,5150.0,rug,ID-RUG-029,0.84338361,2,725.0
106,4850.0,4.4118652350000005,5150.0,lamp,ID-LIG-013,0.904678345,3,625.0
106,4850.0,4.4118652350000005,5150.0,chair,ID-CHA-010,0.908889771,1,820.0
106,4850.0,4.4118652350000005,5150.0,sofa,ID-SOF-026,0.927932799,3,1645.0
106,4850.0,4.4118652350000005,5150.0,table,ID-NIG-001,0.82698071,1,1035.0
107,4850.0,4.4118652350000005,5150.0,rug,ID-RUG-029,0.84338361,2,725.0
107,4850.0,4.4118652350000005,5150.0,lamp,ID-LIG-013,0.904678345,3,625.0
107,4850.0,4.4118652350000005,5150.0,chair,ID-CHA-010,0.908889771,1,820.0
107,4850.0,4.4118652350000005,5150.0,sofa,ID-SOF-026,0.927932799,3,1645.0
107,4850.0,4.4118652350000005,5150.0,table,ID-TAB-008,0.82698071,2,1035.0
108,5625.0,4.411819464000001,4375.0,rug,ID-RUG-029,0.84338361,2,725.0
108,5625.0,4.411819464000001,4375.0,lamp,ID-LIG-013,0.904678345,3,625.0
108,5625.0,4.411819464000001,4375.0,chair,ID-CHA-031,0.908844,2,1595.0
108,5625.0,4.411819464000001,4375.0,sofa,ID-SOF-026,0.927932799,3,1645.0
108,5625.0,4.411819464000001,4375.0,table,ID-NIG-001,0.82698071,1,1035.0
109,5625.0,4.411819464000001,4375.0,rug,ID-RUG-029,0.84338361,2,725.0
109,5625.0,4.411819464000001,4375.0,lamp,ID-LIG-013,0.904678345,3,625.0
109,5625.0,4.411819464000001,4375.0,chair,ID-CHA-031,0.908844,2,1595.0
109,5625.0,4.411819464000001,4375.0,sofa,ID-SOF-026,0.927932799,3,1645.0
109,5625.0,4.411819464000001,4375.0,table,ID-TAB-008,0.82698071,2,1035.0
110,4415.0,4.411209345,5585.0,rug,ID-RUG-029,0.84338361,2,725.0
110,4415.0,4.411209345,5585.0,lamp,ID-LIG-020,0.909713864,1,640.0
110,4415.0,4.411209345,5585.0,chair,ID-CHA-007,0.90284729,3,920.0
110,4415.0,4.411209345,5585.0,sofa,ID-SOF-025,0.932037473,1,1445.0
110,4415.0,4.411209345,5585.0,table,ID-TAB-007,0.823227108,3,685.0
111,5815.0,4.411071896,4185.0,rug,ID-RUG-029,0.84338361,2,725.0
111,5815.0,4.411071896,4185.0,lamp,ID-LIG-020,0.909713864,1,640.0
111,5815.0,4.411071896,4185.0,chair,ID-CHA-007,0.90284729,3,920.0
111,5815.0,4.411071896,4185.0,sofa,ID-SOF-014,0.928146422,2,2495.0
111,5815.0,4.411071896,4185.0,table,ID-NIG-001,0.82698071,1,1035.0
112,5815.0,4.411071896,4185.0,rug,ID-RUG-029,0.84338361,2,725.0
112,5815.0,4.411071896,4185.0,lamp,ID-LIG-020,0.909713864,1,640.0
112,5815.0,4.411071896,4185.0,chair,ID-CHA-007,0.90284729,3,920.0
112,5815.0,4.411071896,4185.0,sofa,ID-SOF-014,0.928146422,2,2495.0
112,5815.0,4.411071896,4185.0,table,ID-TAB-008,0.82698071,2,1035.0
113,4965.0,4.4108582730000006,5035.0,rug,ID-RUG-029,0.84338361,2,725.0
113,4965.0,4.4108582730000006,5035.0,lamp,ID-LIG-020,0.909713864,1,640.0
113,4965.0,4.4108582730000006,5035.0,chair,ID-CHA-007,0.90284729,3,920.0
113,4965.0,4.4108582730000006,5035.0,sofa,ID-SOF-026,0.927932799,3,1645.0
113,4965.0,4.4108582730000006,5035.0,table,ID-NIG-001,0.82698071,1,1035.0
114,4965.0,4.4108582730000006,5035.0,rug,ID-RUG-029,0.84338361,2,725.0
114,4965.0,4.4108582730000006,5035.0,lamp,ID-LIG-020,0.909713864,1,640.0
114,4965.0,4.4108582730000006,5035.0,chair,ID-CHA-007,0.90284729,3,920.0
114,4965.0,4.4108582730000006,5035.0,sofa,ID-SOF-026,0.927932799,3,1645.0
114,4965.0,4.4108582730000006,5035.0,table,ID-TAB-008,0.82698071,2,1035.0
115,7320.0,4.410812617,2680.0,rug,ID-RUG-007,0.845764041,1,2840.0
115,7320.0,4.410812617,2680.0,lamp,ID-LIG-018,0.904785275,2,480.0
115,7320.0,4.410812617,2680.0,chair,ID-CHA-010,0.908889771,1,820.0
115,7320.0,4.410812617,2680.0,sofa,ID-SOF-014,0.928146422,2,2495.0
115,7320.0,4.410812617,2680.0,table,ID-TAB-007,0.823227108,3,685.0
116,8095.0,4.4107668460000005,1905.0,rug,ID-RUG-007,0.845764041,1,2840.0
116,8095.0,4.4107668460000005,1905.0,lamp,ID-LIG-018,0.904785275,2,480.0
116,8095.0,4.4107668460000005,1905.0,chair,ID-CHA-031,0.908844,2,1595.0
116,8095.0,4.4107668460000005,1905.0,sofa,ID-SOF-014,0.928146422,2,2495.0
116,8095.0,4.4107668460000005,1905.0,table,ID-TAB-007,0.823227108,3,685.0
117,7465.0,4.410705687,2535.0,rug,ID-RUG-007,0.845764041,1,2840.0
117,7465.0,4.410705687,2535.0,lamp,ID-LIG-013,0.904678345,3,625.0
117,7465.0,4.410705687,2535.0,chair,ID-CHA-010,0.908889771,1,820.0
117,7465.0,4.410705687,2535.0,sofa,ID-SOF-014,0.928146422,2,2495.0
117,7465.0,4.410705687,2535.0,table,ID-TAB-007,0.823227108,3,685.0
118,4310.0,4.4106907259999995,5690.0,rug,ID-RUG-016,0.83682251,3,720.0
118,4310.0,4.4106907259999995,5690.0,lamp,ID-LIG-020,0.909713864,1,640.0
118,4310.0,4.4106907259999995,5690.0,chair,ID-CHA-010,0.908889771,1,820.0
118,4310.0,4.4106907259999995,5690.0,sofa,ID-SOF-025,0.932037473,1,1445.0
118,4310.0,4.4106907259999995,5690.0,table,ID-TAB-007,0.823227108,3,685.0
119,8240.0,4.410659916,1760.0,rug,ID-RUG-007,0.845764041,1,2840.0
119,8240.0,4.410659916,1760.0,lamp,ID-LIG-013,0.904678345,3,625.0
119,8240.0,4.410659916,1760.0,chair,ID-CHA-031,0.908844,2,1595.0
119,8240.0,4.410659916,1760.0,sofa,ID-SOF-014,0.928146422,2,2495.0
119,8240.0,4.410659916,1760.0,table,ID-TAB-007,0.823227108,3,685.0
120,5085.0,4.4106449549999995,4915.0,rug,ID-RUG-016,0.83682251,3,720.0
120,5085.0,4.4106449549999995,4915.0,lamp,ID-LIG-020,0.909713864,1,640.0
120,5085.0,4.4106449549999995,4915.0,chair,ID-CHA-031,0.908844,2,1595.0
120,5085.0,4.4106449549999995,4915.0,sofa,ID-SOF-025,0.932037473,1,1445.0
120,5085.0,4.4106449549999995,4915.0,table,ID-TAB-007,0.823227108,3,685.0
121,6470.0,4.410598994,3530.0,rug,ID-RUG-007,0.845764041,1,2840.0
121,6470.0,4.410598994,3530.0,lamp,ID-LIG-018,0.904785275,2,480.0
121,6470.0,4.410598994,3530.0,chair,ID-CHA-010,0.908889771,1,820.0
121,6470.0,4.410598994,3530.0,sofa,ID-SOF-026,0.927932799,3,1645.0
121,6470.0,4.410598994,3530.0,table,ID-TAB-007,0.823227108,3,685.0
122,5710.0,4.410553277,4290.0,rug,ID-RUG-016,0.83682251,3,720.0
122,5710.0,4.410553277,4290.0,lamp,ID-LIG-020,0.909713864,1,640.0
122,5710.0,4.410553277,4290.0,chair,ID-CHA-010,0.908889771,1,820.0
122,5710.0,4.410553277,4290.0,sofa,ID-SOF-014,0.928146422,2,2495.0
122,5710.0,4.410553277,4290.0,table,ID-NIG-001,0.82698071,1,1035.0
123,5710.0,4.410553277,4290.0,rug,ID-RUG-016,0.83682251,3,720.0
123,5710.0,4.410553277,4290.0,lamp,ID-LIG-020,0.909713864,1,640.0
123,5710.0,4.410553277,4290.0,chair,ID-CHA-010,0.908889771,1,820.0
123,5710.0,4.410553277,4290.0,sofa,ID-SOF-014,0.928146422,2,2495.0
123,5710.0,4.410553277,4290.0,table,ID-TAB-008,0.82698071,2,1035.0
124,7245.0,4.410553223,2755.0,rug,ID-RUG-007,0.845764041,1,2840.0
124,7245.0,4.410553223,2755.0,lamp,ID-LIG-018,0.904785275,2,480.0
124,7245.0,4.410553223,2755.0,chair,ID-CHA-031,0.908844,2,1595.0
124,7245.0,4.410553223,2755.0,sofa,ID-SOF-026,0.927932799,3,1645.0
124,7245.0,4.410553223,2755.0,table,ID-TAB-007,0.823227108,3,685.0
125,6485.0,4.410507506,3515.0,rug,ID-RUG-016,0.83682251,3,720.0
125,6485.0,4.410507506,3515.0,lamp,ID-LIG-020,0.909713864,1,640.0
125,6485.0,4.410507506,3515.0,chair,ID-CHA-031,0.908844,2,1595.0
125,6485.0,4.410507506,3515.0,sofa,ID-SOF-014,0.928146422,2,2495.0
125,6485.0,4.410507506,3515.0,table,ID-NIG-001,0.82698071,1,1035.0
126,6485.0,4.410507506,3515.0,rug,ID-RUG-016,0.83682251,3,720.0
126,6485.0,4.410507506,3515.0,lamp,ID-LIG-020,0.909713864,1,640.0
126,6485.0,4.410507506,3515.0,chair,ID-CHA-031,0.908844,2,1595.0
126,6485.0,4.410507506,3515.0,sofa,ID-SOF-014,0.928146422,2,2495.0
126,6485.0,4.410507506,3515.0,table,ID-TAB-008,0.82698071,2,1035.0
127,6615.0,4.4104920640000005,3385.0,rug,ID-RUG-007,0.845764041,1,2840.0
127,6615.0,4.4104920640000005,3385.0,lamp,ID-LIG-013,0.904678345,3,625.0
127,6615.0,4.4104920640000005,3385.0,chair,ID-CHA-010,0.908889771,1,820.0
127,6615.0,4.4104920640000005,3385.0,sofa,ID-SOF-026,0.927932799,3,1645.0
